customer_id,customer_code,customer_name,customer_type,business_reg_no,tax_id,contact_person,phone,email,line_id,website,billing_address,shipping_address,province,district,subdistrict,postal_code,latitude,longitude,delivery_instructions,preferred_delivery_time,channel_source,customer_segment,hub,status,created_by,remarks
B2205538,B2205538,หม่ามี๊แพ็ดช็อป,PET SHOP,,,สุวภัทร เพ็งกลางเดือน,,,,,72 ถ.นาสารใน ต.นาสาร อ.บ้านนาสาร จ.สุราษฎร์ธานี,72 ถ.นาสารใน ต.นาสาร อ.บ้านนาสาร จ.สุราษฎร์ธานี,สุราษฎร์ธานี,,,,8.8038717,99.3667584,,09.00-16.00,,,พุนพิน,active,admin,
B2504006,B2504006,หยินหยาง เพ็ทช็อป,PET SHOP,,,จุฑาภรณ์ กรรธิภากร,,,,,273/36 ถ.ไทยชนะ ต.เชียงเงิน อ.เมืองตาก จ.ตาก 63000,273/36 ถ.ไทยชนะ ต.เชียงเงิน อ.เมืองตาก จ.ตาก 63000,ตาก,,,,,,,,,,,active,admin,
B2408018,B2408018,หลีย่งอันอาหารสัตว์,PET SHOP,,,จุฑาภรณ์ กรรธิภากร,,,,,56-58 ซ.ถนนเทศบาล 3 ต.หล่มสัก อ.หล่มสัก จ.เพชรบูรณ์ 67110,56-58 ซ.ถนนเทศบาล 3 ต.หล่มสัก อ.หล่มสัก จ.เพชรบูรณ์ 67110,เพชรบูรณ์,,,,16.7753429,101.2424796,,09.00-18.00,,,พิษณุโลก,active,admin,
B2205380,B2205380,หัวหินเพ็ทโฮม,PET SHOP,,,บุณยานุช นรมาตย์,,,,,62/67 มบ.หัวนา ถ.เพชรเกษม ต.หนองแค อ.หัวหิน จ.ประจวบคีรีขันธ์,62/67 มบ.หัวนา ถ.เพชรเกษม ต.หนองแค อ.หัวหิน จ.ประจวบคีรีขันธ์,ประจวบคีรีขันธ์,,,,12.4885448,99.8905248,,,,,ปราณบุรี,active,admin,
B2411020,B2411020,หูย เพ็ทแลนด์,PET SHOP,,,อรุณวดี กุลจรัสเดโช,,,,,159/1 ม.9 ต.นาจอมเทียน อ.สัตหีบ จ.ชลบุรี,159/1 ม.9 ต.นาจอมเทียน อ.สัตหีบ จ.ชลบุรี,ชลบุรี,,,,12.8210973,100.91673,,,,,,active,admin,
B2303032,B2303032,ห้างทวีกิจซุปเปอร์เซ็นเตอร์,PET SHOP,,,ปราวีณา บางยิ้ม,,,,,274 ม.8 ต.อิสาณ อ.เมืองบุรีรัมย์ จ.บุรีรัมย์ 31000,274 ม.8 ต.อิสาณ อ.เมืองบุรีรัมย์ จ.บุรีรัมย์ 31000,บุรีรัมย์,,,,14.9989608,103.1090552,,11.00-15.00,,,โคราช,active,admin,
B2305018,B2305018,ห้างทวีกิจซุปเปอร์เซ็นเตอร์ สาขา นางรอง,PET SHOP,,,ปราวีณา บางยิ้ม,,,,,505 ถ.โชคชัย-เดชอุดม ต.นางรอง อ.นางรอง จ.บุรีรัมย์,505 ถ.โชคชัย-เดชอุดม ต.นางรอง อ.นางรอง จ.บุรีรัมย์,บุรีรัมย์,,,,14.6344703,102.7815812,,11.00-15.00,,,โคราช,active,admin,
B2305017,B2305017,ห้างทวีกิจซุปเปอร์เซ็นเตอร์ สาขา บ้านบัว,PET SHOP,,,ปราวีณา บางยิ้ม,,,,,179 ม.3 ต.บ้านบัว อ.เมืองบุรีรัมย์ จ.บุรีรัมย์,179 ม.3 ต.บ้านบัว อ.เมืองบุรีรัมย์ จ.บุรีรัมย์,บุรีรัมย์,,,,14.9434495,103.0457542,,11.00-15.00,,,โคราช,active,admin,
B2502019,B2502019,ห้างหุ้นส่วน มิตรเกษตร อรัญประเทศ,PET SHOP,,,อรุณวดี กุลจรัสเดโช,,,,,เลขที่ 130/39-40 ถ.ราษฎร์อุทิศ ต.อรัญประเทศ อ.อรัญประเทศ จ.สระแก้ว 27120,เลขที่ 130/39-40 ถ.ราษฎร์อุทิศ ต.อรัญประเทศ อ.อรัญประเทศ จ.สระแก้ว 27120,สระแก้ว,,,,,,,,,,,active,admin,
B2205061,B2205061,ห้างหุ้นส่วนจำกัด เจ.แอล. เพ็ท คิงด้อม,PET SHOP,,,ณิชากร อ่อนเทศ,,,,,8/9 ม.1 ถ.เลียบวารี แขวงโคกแฝด เขตหนองจอก จ.กรุงเทพฯ,8/9 ม.1 ถ.เลียบวารี แขวงโคกแฝด เขตหนองจอก จ.กรุงเทพฯ,กรุงเทพฯ,,,,13.8336925,100.8205123,,10.00-17.00,,,,active,admin,ส่วนลดค้าส่ง 2%
B2410043,B2410043,ห้างหุ้นส่วนจำกัด เพ็ทมอลล์ สวนดอก (สาขา 1),PET SHOP,,,นันท์ธนัษฐ์ ยะวรรณ,,,,,135 ม.3 ต.แม่กรณ์ อ.เมืองเชียงราย จ.เชียงราย 57000,135 ม.3 ต.แม่กรณ์ อ.เมืองเชียงราย จ.เชียงราย 57000,เชียงราย,,,,,,,,,,เชียงราย,active,admin,
B2410042,B2410042,ห้างหุ้นส่วนจำกัด เพ็ทมอลล์ สวนดอก (สำนักงานใหญ่),PET SHOP,,,นันท์ธนัษฐ์ ยะวรรณ,,,,,69/12 ถ.ประตูชัย ต.เวียง อ.เมือง จ.พะเยา 56000,69/12 ถ.ประตูชัย ต.เวียง อ.เมือง จ.พะเยา 56000,พะเยา,,,,,,,,,,ลำปาง,active,admin,
B2211062,B2211062,ห้างหุ้นส่วนจำกัด เอ็มแอนด์ที เพ็ทช็อป,PET SHOP,,,เมธาวี แย้มเมืองไชย,,,,,24/9 ม.2 ต.มหาสวัสดิ์ อ.บางกรวย จ.นนทบุรี 11130,24/9 ม.2 ต.มหาสวัสดิ์ อ.บางกรวย จ.นนทบุรี 11130,นนทบุรี,,,,13.8048305,100.4160602,,10.00-16.00,,,บางพลี,active,admin,
B2403059,B2403059,อ.สัตวแพทย์,PET SHOP,,,สุวภัทร เพ็งกลางเดือน,,,,,156/12 ถ.พังงา ต.ตลาดใหญ่ อ.เมือง จ.ภูเก็ต 83000,156/12 ถ.พังงา ต.ตลาดใหญ่ อ.เมือง จ.ภูเก็ต 83000,ภูเก็ต,,,,7.8827674,98.3977438,,,,,พุนพิน,active,admin,
B2210109,B2210109,องค์กรแพทย์โรงพยาบาลพิจิตร,FARM,,,บริษัท,,,,,136 ถ.บึงสีไฟ ต.ในเมือง อ.เมือง จ.พิจิตร,136 ถ.บึงสีไฟ ต.ในเมือง อ.เมือง จ.พิจิตร,พิจิตร,,,,16.435145,100.345281,,,,,พิษณุโลก,active,admin,
B2210120,B2210120,อดินันท์ ฟาร์ม,FARM,,,บริษัท,,,,,335/57 ม.2 ซ.ข้างธนาคารกรุงไทย ถ.สุขยางค์ ต.บันนังสตา อ.บันนังสตา จ.ยะลา,335/57 ม.2 ซ.ข้างธนาคารกรุงไทย ถ.สุขยางค์ ต.บันนังสตา อ.บันนังสตา จ.ยะลา,ยะลา,,,,6.2651516,101.2297105,,,,,หาดใหญ่,active,admin,
B2205692,B2205692,อมตะ เพ็ทช็อป,PET SHOP,,,อรุณวดี กุลจรัสเดโช,,,,,888/11 ม.5 ต.ปลวกแดง อ.ปลวกแดง จ.ระยอง,888/11 ม.5 ต.ปลวกแดง อ.ปลวกแดง จ.ระยอง,ระยอง,,,,12.9603329,101.1999944,,10.00-17.00,,,บางละมุง,active,admin,
B2205577,B2205577,อมรา ฟาร์ม,FARM,,,บริษัท,,,,,122/105 ถ.มหาราช ต.ทับเที่ยง อ.เมือง จ.ตรัง,122/105 ถ.มหาราช ต.ทับเที่ยง อ.เมือง จ.ตรัง,ตรัง,,,,7.5584142,99.6011716,,,,,ทุ่งสง,active,admin,
B2205318,B2205318,อรพันธ์ Petshop,PET SHOP,,,บุณยานุช นรมาตย์,,,,,4 ซ.เทศบาล 3 ต.บ้านหมี่ อ.บ้านหมี่ จ.ลพบุรี,4 ซ.เทศบาล 3 ต.บ้านหมี่ อ.บ้านหมี่ จ.ลพบุรี,ลพบุรี,,,,15.0429624,100.5423759,,10.00-17.00,,,อยุธยา,active,admin,
B2407033,B2407033,อรัญการปศุสัตว์ (เพ็ทโปร),PET SHOP,,,อรุณวดี กุลจรัสเดโช,,,,,155/17-18 ม.7 ต.บ้านใหม่หนองไทร อ.อรัญประเทศ จ.สระแก้ว 27120,155/17-18 ม.7 ต.บ้านใหม่หนองไทร อ.อรัญประเทศ จ.สระแก้ว 27120,สระแก้ว,,,,13.716196,102.5011247,,10.00-17.00,,,บางพลี,active,admin,
B2410036,B2410036,อรัญเพ็ทช็อป,PET SHOP,,,อรุณวดี กุลจรัสเดโช,,,,,15/27 ถ.บริเวณด่านอรัญ ต.อรัญประเทศ อ.อรัญประเทศ จ.สระแก้ว 27120,15/27 ถ.บริเวณด่านอรัญ ต.อรัญประเทศ อ.อรัญประเทศ จ.สระแก้ว 27120,สระแก้ว,,,,13.6866039,102.4938534,,,,,บางพลี,active,admin,
B2308018,B2308018,อร่อย สัตว์สัตว์,PET SHOP,,,ชาตรี ไข่แก้ว,,,,,"191,193 ถ.พลพิชัย ต.หาดใหญ่ อ.หาดใหญ่ จ.สงขลา 90110","191,193 ถ.พลพิชัย ต.หาดใหญ่ อ.หาดใหญ่ จ.สงขลา 90110",สงขลา,,,,6.992473,100.464929,,10.30-19.00,,,หาดใหญ่,active,admin,
B2205201,B2205201,อร่อยสัตว์ เพ็ทช็อป,PET SHOP,,,ธันย์ชนก พรอำนวยทรัพย์,,,,,50/19 ม.3 ต.ศาลากลาง อ.บางกรวย จ.นนทบุรี 11130,50/19 ม.3 ต.ศาลากลาง อ.บางกรวย จ.นนทบุรี 11130,นนทบุรี,,,,13.8150198,100.3712879,,10.00-18.00,,,บางพลี,active,admin,ต้องมีเด็กติดรถ
B2205727,B2205727,ออม - แอ้ม เพ็ทช็อป,PET SHOP,,,อรุณวดี กุลจรัสเดโช,,,,,314 ถ.เจ้าสำอางค์ ต.กบินทร์ อ.กบินทร์บุรี จ.ปราจีนบุรี,314 ถ.เจ้าสำอางค์ ต.กบินทร์ อ.กบินทร์บุรี จ.ปราจีนบุรี,ปราจีนบุรี,,,,13.9919059,101.7190962,,10.00-17.00,,,บางพลี,active,admin,
B2309007,B2309007,ออมทรัพย์ เพ็ทช็อป,PET SHOP,,,นันท์ธนัษฐ์ ยะวรรณ,,,,,156/2 ม.14 ต.บ้านต๋อม อ.เมืองพะเยา จ.พะเยา 56000,156/2 ม.14 ต.บ้านต๋อม อ.เมืองพะเยา จ.พะเยา 56000,พะเยา,,,,19.1953081,99.8772661,,09.00-18.00,,,ลำปาง,active,admin,
B2205049,B2205049,ออลอะเบ้าท์เพ็ท สาขา นวมินทร์,PET SHOP,,,ณัฐชยา ศิริเธียรไชย,,,,,30/19 ม.4 โครงการนวมินทร์ซิตี้ อะเวนิว (ชั้น 1) ถ.ประเสริฐมนูกิจ แขวงจรเข้บัว เขตลาดพร้าว จ.กรุงเทพฯ 10230,30/19 ม.4 โครงการนวมินทร์ซิตี้ อะเวนิว (ชั้น 1) ถ.ประเสริฐมนูกิจ แขวงจรเข้บัว เขตลาดพร้าว จ.กรุงเทพฯ 10230,กรุงเทพฯ,,,,13.8342215,100.6108772,,09.00-17.00,,,,active,admin,
B2205048,B2205048,ออลอะเบ้าท์เพ็ท สาขา เกตเวย์เอกมัย,PET SHOP,,,ณัฐชยา ศิริเธียรไชย,,,,,"982/22 ศูนย์การค้าเกตเวย์เอกมัย ชั้น 2 (ห้อง M119,M120) ถ.สุขุมวิท แขวงพระโขนง เขตคลองเตย จ.กรุงเทพฯ 10110","982/22 ศูนย์การค้าเกตเวย์เอกมัย ชั้น 2 (ห้อง M119,M120) ถ.สุขุมวิท แขวงพระโขนง เขตคลองเตย จ.กรุงเทพฯ 10110",กรุงเทพฯ,,,,13.7185461,100.5853509,,09.00-17.00,,,,active,admin,
B2205047,B2205047,ออลอะเบ้าท์เพ็ท สาขา แฟชั่นไอซ์แลนด์,PET SHOP,,,ณัฐชยา ศิริเธียรไชย,,,,,"587,589 ศูนย์การค้าแฟชันไอส์แลนด์ (ประตู Gate 6 อาคารจอดรถ D) ถ.รามอินทรา แขวงคันนายาว เขตคันนายาว จ.กรุงเทพฯ 10230","587,589 ศูนย์การค้าแฟชันไอส์แลนด์ (ประตู Gate 6 อาคารจอดรถ D) ถ.รามอินทรา แขวงคันนายาว เขตคันนายาว จ.กรุงเทพฯ 10230",กรุงเทพฯ,,,,13.8261131,100.6791696,,09.00-17.00,,,,active,admin,
B2205228,B2205228,อะเบาท์ เพ็ท,PET SHOP,,,เมธาวี แย้มเมืองไชย,,,,,"39/25,39/88 ม. 6 ต.บางรักพัฒนา อ.บางบัวทอง จ.นนทบุรี","39/25,39/88 ม. 6 ต.บางรักพัฒนา อ.บางบัวทอง จ.นนทบุรี",นนทบุรี,,,,13.8886403,100.4009453,,10.00-17.00,,,บางพลี,active,admin,
B2205694,B2205694,อัณณ์ญาดา เพ็ทแพ็ค,PET SHOP,,,อรุณวดี กุลจรัสเดโช,,,,,9/272 ซ.อุดมสุข ถ.วัดโขดหิน-เขาไผ่ ต.เนินพระ อ.เมือง จ.ระยอง,9/272 ซ.อุดมสุข ถ.วัดโขดหิน-เขาไผ่ ต.เนินพระ อ.เมือง จ.ระยอง,ระยอง,,,,12.7046755,101.2001236,,10.00-17.00,,,บางละมุง,active,admin,
B2308021,B2308021,อันดามันฟาร์มชอพ (Andaman Farm Shop),PET SHOP,,,ชาตรี ไข่แก้ว,,,,,347-349 ถ.อุตรกิต ต.ปากน้ำ อ.เมืองกระบี่ จ.กระบี่ 81000,347-349 ถ.อุตรกิต ต.ปากน้ำ อ.เมืองกระบี่ จ.กระบี่ 81000,กระบี่,,,,8.0800028,98.9149074,,10.30-15.00,,,พุนพิน,active,admin,วางบิลที่แฟมิลี่ฟาร์มช็อป ชุมพร (เจ้าของเดียวกัน)
B2205515,B2205515,อันธิกา เพ็ทช็อป สาขา คันคลอง,PET SHOP,,,นันท์ธนัษฐ์ ยะวรรณ,,,,,15/14 ถ.ชลประทาน ต.สุเทพ อ.เมือง จ.เชียงใหม่,15/14 ถ.ชลประทาน ต.สุเทพ อ.เมือง จ.เชียงใหม่,เชียงใหม่,,,,18.8392758,98.9780219,,,,,เชียงใหม่,active,admin,
B2205516,B2205516,อันธิกา เพ็ทช็อป สาขา หายยา,PET SHOP,,,นันท์ธนัษฐ์ ยะวรรณ,,,,,1 ถ.หายยา ต.หายยา อ.เมืองเชียงใหม่ จ.เชียงใหม่ 50100,1 ถ.หายยา ต.หายยา อ.เมืองเชียงใหม่ จ.เชียงใหม่ 50100,เชียงใหม่,,,,18.7740857,98.9808092,,,,,เชียงใหม่,active,admin,
B2205517,B2205517,อันธิกา เพ็ทช็อป สาขา เป่าเปา,PET SHOP,,,นันท์ธนัษฐ์ ยะวรรณ,,,,,109 ม.10 ถ.เชียงใหม่-หางดง ต.ป่าแดด อ.เมืองเชียงใหม่ จ.เชียงใหม่ 50100,109 ม.10 ถ.เชียงใหม่-หางดง ต.ป่าแดด อ.เมืองเชียงใหม่ จ.เชียงใหม่ 50100,เชียงใหม่,,,,18.7631965,98.9715623,,,,,เชียงใหม่,active,admin,
B2211015,B2211015,อันธิกา เพ็ทช็อป สาขาสารภี,PET SHOP,,,นันท์ธนัษฐ์ ยะวรรณ,,,,,428/1 ม.4 ต.หนองผึ้ง อ.สารภี จ.เชียงใหม่ 50140,428/1 ม.4 ต.หนองผึ้ง อ.สารภี จ.เชียงใหม่ 50140,เชียงใหม่,,,,18.7314262,99.0245247,,,,,เชียงใหม่,active,admin,
B2211017,B2211017,อันธิกาเพ็ทช็อป สาขา ลำพูน,PET SHOP,,,นันท์ธนัษฐ์ ยะวรรณ,,,,,103 ม.18 ถ.ลำพูน-ดอยติ ต.เวียงยอง อ.เมืองลำพูน จ.ลำพูน 51000,103 ม.18 ถ.ลำพูน-ดอยติ ต.เวียงยอง อ.เมืองลำพูน จ.ลำพูน 51000,ลำพูน,,,,18.582776,99.0088364,,,,,เชียงใหม่,active,admin,
B2211016,B2211016,อันธิกาเพ็ทช็อป สาขา สันกำแพง,PET SHOP,,,นันท์ธนัษฐ์ ยะวรรณ,,,,,"3, 11 บ้านส้นเหนือ ซ.6 ต.สันกำแพง อ.สันกำแพง จ.เชียงใหม่ 50130","3, 11 บ้านส้นเหนือ ซ.6 ต.สันกำแพง อ.สันกำแพง จ.เชียงใหม่ 50130",เชียงใหม่,,,,18.7478674,99.1149558,,,,,เชียงใหม่,active,admin,
B2504009,B2504009,อาณาจักรขายทุกอย่าง & เพ็ทช็อป,PET SHOP,,,จุฑาภรณ์ กรรธิภากร,,,,,3/9-11 ม.4 ถ.ศรีนคร-ปลายราง ต.ศรีนคร อ.ศรีนคร จ.สุโขทัย 64180,3/9-11 ม.4 ถ.ศรีนคร-ปลายราง ต.ศรีนคร อ.ศรีนคร จ.สุโขทัย 64180,สุโขทัย,,,,,,,,,,,active,admin,
B2504014,B2504014,อาณาจักรขายทุกอย่าง & เพ็ทช็อป สาขา โคราช,PET SHOP,,,จุฑาภรณ์ กรรธิภากร,,,,,551 ม.1 ต.หัวทะเล อ.เมือง จ.นครราชสีมา 30000,551 ม.1 ต.หัวทะเล อ.เมือง จ.นครราชสีมา 30000,สุโขทัย,,,,,,,,,,,active,admin,
B2205103,B2205103,อาทติโอ้ เพท ช้อป,PET SHOP,,,ณิชากร อ่อนเทศ,,,,,775/65 ถ.นิมิตรใหม่ แขวงทรายกองดิน เขตคลองสามวา จ.กรุงเทพฯ,775/65 ถ.นิมิตรใหม่ แขวงทรายกองดิน เขตคลองสามวา จ.กรุงเทพฯ,กรุงเทพฯ,,,,13.8457733,100.7328257,,10.00-17.00,,,,active,admin,
B2205367,B2205367,อารีย์ อาหารสัตว์,PET SHOP,,,บุณยานุช นรมาตย์,,,,,30/8 ถ.ราษฏร์พลี ซ.1 ต.ชะอำ อ.ชะอำ จ.เพชรบุรี 76120,30/8 ถ.ราษฏร์พลี ซ.1 ต.ชะอำ อ.ชะอำ จ.เพชรบุรี 76120,เพชรบุรี,,,,12.7950185,99.9701278,,09.00-16.00,,,ปราณบุรี,active,admin,
B2205669,B2205669,อาหารสัตว์,FARM,,,บริษัท,,,,,68 ถ.สุรศักดิ์1 ต.ศรีราชา อ.ศรีราชา จ.ชลบุรี,68 ถ.สุรศักดิ์1 ต.ศรีราชา อ.ศรีราชา จ.ชลบุรี,ชลบุรี,,,,13.1655779,100.9258555,,,,,บางละมุง,active,admin,
B2210097,B2210097,อาหารสัตว์ 304 จรัสศรีเพ็ทช็อป,PET SHOP,,,อรุณวดี กุลจรัสเดโช,,,,,262/2 ม.7 ต.ท่าตูม อ.ศรีมหาโพธิ จ.ปราจีนบุรี,262/2 ม.7 ต.ท่าตูม อ.ศรีมหาโพธิ จ.ปราจีนบุรี,ปราจีนบุรี,,,,13.9041106,101.5771068,,10.00-17.00,,,บางพลี,active,admin,
B2205524,B2205524,อาหารสัตว์ บางลึก,PET SHOP,,,ชาตรี ไข่แก้ว,,,,,79/2 ม. 8 ต.บางลึก อ.เมือง จ.ชุมพร,79/2 ม. 8 ต.บางลึก อ.เมือง จ.ชุมพร,ชุมพร,,,,10.5477637,99.1843676,,09.00-19.00,,,ชุมพร,active,admin,
B2210092,B2210092,อาหารสัตว์ บ้านบ็อบ,PET SHOP,,,อรุณวดี กุลจรัสเดโช,,,,,1-288/37 ถ.สาริกา-นครนายก ต.บ้านใหญ่ อ.เมืองนครนายก จ.นครนายก,1-288/37 ถ.สาริกา-นครนายก ต.บ้านใหญ่ อ.เมืองนครนายก จ.นครนายก,นครนายก,,,,14.1977408,101.2215812,,10.00-17.00,,,บางพลี,active,admin,
B2410035,B2410035,อาหารสัตว์ พลายแก้ว,PET SHOP,,,อรุณวดี กุลจรัสเดโช,,,,,49 ม.9 ต.นาป่า อ.เมือง จ.ชลบุรี 20000,49 ม.9 ต.นาป่า อ.เมือง จ.ชลบุรี 20000,ชลบุรี,,,,13.5769243,100.853326,,,,,บางพลี,active,admin,
B2503026,B2503026,อาหารสัตว์ รามคำแหง 21,PET SHOP,,,ณัฐชยา ศิริเธียรไชย,,,,,75/45 ซ.รามคำแหง 21 (นวศรี) แขวงหัวหมาก เขตบางกะปิ จ.กรุงเทพฯ 10240,75/45 ซ.รามคำแหง 21 (นวศรี) แขวงหัวหมาก เขตบางกะปิ จ.กรุงเทพฯ 10240,กรุงเทพฯ,,,,13.7554902,100.609938,,,,,,active,admin,
B2305015,B2305015,อาหารสัตว์ เฟรนเพ็ทช็อป (Friend Petshop),PET SHOP,,,ณัฐชยา ศิริเธียรไชย,,,,,3500 อาคารตะวันนา ชั้น 1 ห้อง RM5 ถนนลาดพร้าว แขวงคลองจั่น เขตบางกะปิ จ.กรุงเพทฯ 10240,3500 อาคารตะวันนา ชั้น 1 ห้อง RM5 ถนนลาดพร้าว แขวงคลองจั่น เขตบางกะปิ จ.กรุงเพทฯ 10240,กรุงเทพฯ,,,,13.7669806,100.6412486,,13.00-17.00,,,,active,admin,
B2501027,B2501027,อิทธิ อาหารสัตว์,PET SHOP,,,บุณยานุช นรมาตย์,,,,,62/82 ม.3 ต.บางกระเบา อ.นครชัยศรี จ.นครปฐม,62/82 ม.3 ต.บางกระเบา อ.นครชัยศรี จ.นครปฐม,นครปฐม,,,,13.7995278,100.1871944,,,,,,active,admin,
B2301039,B2301039,อินกา เพ็ทมาร์ท สาขา แยกโรงปูน,PET SHOP,,,ชาตรี ไข่แก้ว,,,,,"386,388 ถ.นิพัทธ์สงเคราะห์ 1 ต.หาดใหญ่ อ.หาดใหญ่ จ.สงขลา","386,388 ถ.นิพัทธ์สงเคราะห์ 1 ต.หาดใหญ่ อ.หาดใหญ่ จ.สงขลา",สงขลา,,,,7.0248771,100.4699037,,10.00-18.00,,,หาดใหญ่,active,admin,
B2205151,B2205151,อินเตอร์ปอม เพ็ทช็อป,PET SHOP,,,ณัฐชยา ศิริเธียรไชย,,,,,708 ถ.ลาดหญ้า แขวงคลองสาน เขตคลองสาน จ.กรุงเทพฯ 10600,708 ถ.ลาดหญ้า แขวงคลองสาน เขตคลองสาน จ.กรุงเทพฯ 10600,กรุงเทพฯ,,,,13.7298196,100.5084311,,11.00-16.00,,,,active,admin,
B2205112,B2205112,อีฟแอนด์แคท,PET SHOP,,,ณิชากร อ่อนเทศ,,,,,1259 ร้านมายเพ็ท (อีฟแอนด์แคท) ถ.เคหะร่มเกล้า แขวงคลองสองต้นนุ่น เขตลาดกระบัง จ.กรุงเทพฯ,1259 ร้านมายเพ็ท (อีฟแอนด์แคท) ถ.เคหะร่มเกล้า แขวงคลองสองต้นนุ่น เขตลาดกระบัง จ.กรุงเทพฯ,กรุงเทพฯ,,,,13.7676266,100.7193727,,10.00-16.00,,,,active,admin,
B2309012,B2309012,อุดม เพ็ทช็อป,PET SHOP,,,ณัฐชยา ศิริเธียรไชย,,,,,โครงการ เดอะซีน ทาวน์ อิน ทาวน์ อาคารB ชั้น1 ห้องเลขที่ B105-107 ซอยลาดพร้าว94 (ปัญจมิตร) แขวงพลับพลา เขตวังทองหลาง กรุงเทพฯ,โครงการ เดอะซีน ทาวน์ อิน ทาวน์ อาคารB ชั้น1 ห้องเลขที่ B105-107 ซอยลาดพร้าว94 (ปัญจมิตร) แขวงพลับพลา เขตวังทองหลาง กรุงเทพฯ,กรุงเทพฯ,,,,13.7733648,100.6104707,,11.00-15.00,,,,active,admin,
B2205696,B2205696,อุดมทรัพย์ รักษาสัตว์,CLINIC,,,อรุณวดี กุลจรัสเดโช,,,,,19/16 ม.3 ซ.7 ถ.สาย13 ต.พนานิคม อ.นิคมพัฒนา จ.ระยอง,19/16 ม.3 ซ.7 ถ.สาย13 ต.พนานิคม อ.นิคมพัฒนา จ.ระยอง,ระยอง,,,,12.8293898,101.202707,,10.00-17.00,,,บางละมุง,active,admin,
B2205640,B2205640,อุดมสุข เพ็ทช๊อป,PET SHOP,,,อรุณวดี กุลจรัสเดโช,,,,,111/3 ม.5 ต.แปลงยาว อ.แปลงยาว จ.ฉะเชิงเทรา,111/3 ม.5 ต.แปลงยาว อ.แปลงยาว จ.ฉะเชิงเทรา,ฉะเชิงเทรา,,,,13.5725849,101.3544525,,10.00-17.00,,,บางพลี,active,admin,
B2405019,B2405019,อุดมโภคภัณฑ์,PET SHOP,,,ณิชากร อ่อนเทศ,,,,,เลขที่ 39/469 ม.1 ซ.ม.พรธิสาร 4 ถ.ธัญบุรี-วังน้อย ต.คลองเจ็ด อ.คลองหลวง จ.ปทุมธานี 12120,เลขที่ 39/469 ม.1 ซ.ม.พรธิสาร 4 ถ.ธัญบุรี-วังน้อย ต.คลองเจ็ด อ.คลองหลวง จ.ปทุมธานี 12120,ปทุมธานี,,,,14.122712,100.7438451,,10.00-17.00,,,บางพลี,active,admin,
B2205433,B2205433,อุทัยปลาตู้,PET SHOP,,,บุณยานุช นรมาตย์,,,,,4/2 ถ.ชัยพฤกษ์ ต.อุทัยใหม่ อ.เมือง จ.อุทัยธานี,4/2 ถ.ชัยพฤกษ์ ต.อุทัยใหม่ อ.เมือง จ.อุทัยธานี,อุทัยธานี,,,,15.3823032,100.0296803,,,,,นครสวรรค์,active,admin,
B2301029,B2301029,อุทัยอาหารสัตว์,PET SHOP,,,บุณยานุช นรมาตย์,,,,,356 ถนนรักการดี ต.อุทัยใหม่ อ.เมืองอุทัยธานี จ.อุทัยธานี 61000,356 ถนนรักการดี ต.อุทัยใหม่ อ.เมืองอุทัยธานี จ.อุทัยธานี 61000,อุทัยธานี,,,,15.3795023,100.0209618,,10.00-17.00,,,นครสวรรค์,active,admin,
B2205417,B2205417,อุบลชัยศิริการเกษตร,PET SHOP,,,ปราวีณา บางยิ้ม,,,,,174 ม.6 ถ.วาริน-กันทรลักษณ์ ต.แสนสุข อ.วารินชำราบ จ.อุบลราชธานี 34190,174 ม.6 ถ.วาริน-กันทรลักษณ์ ต.แสนสุข อ.วารินชำราบ จ.อุบลราชธานี 34190,อุบลราชธานี,,,,15.1819837,104.8646735,,10.00-15.00,,,อุบลราชธานี,active,admin,
B2211067,B2211067,อุ้งเท้า เพ็ท ช็อป,PET SHOP,,,บุณยานุช นรมาตย์,,,,,92/21 ม.3 ถ.พหลโยธิน ต.ท่าศาลา อ.เมืองลพบุรี จ.ลพบุรี 15000,92/21 ม.3 ถ.พหลโยธิน ต.ท่าศาลา อ.เมืองลพบุรี จ.ลพบุรี 15000,ลพบุรี,,,,16.585353,99.4370604,,,,,อยุธยา,active,admin,
B2211069,B2211069,อูโน่ เพ็ทช็อป,PET SHOP,,,บุณยานุช นรมาตย์,,,,,251/109 ม.5 ต.บ้านกรด อ.บางปะอิน จ.พระนครศรอยุธยา 13160,251/109 ม.5 ต.บ้านกรด อ.บางปะอิน จ.พระนครศรอยุธยา 13160,อยุธยา,,,,14.3189931,100.6233022,,10.00-17.00,,,อยุธยา,active,admin,
B2310028,B2310028,อู้ฟู่ เพ็ทมาร์ท,PET SHOP,,,ณัฐชยา ศิริเธียรไชย,,,,,76/1 ซ.ลาดพร้าว 63 (สุขสันต์ 3) แขวงสะพานสอง เขตวังทองหลาง จ.กรุงเทพฯ 10310,76/1 ซ.ลาดพร้าว 63 (สุขสันต์ 3) แขวงสะพานสอง เขตวังทองหลาง จ.กรุงเทพฯ 10310,กรุงเทพฯ,,,,13.7907448,100.6017539,,10.00-17.00,,,,active,admin,
